company_name,product_name,category,details
arag,Krankenhaustagegeld,Krankenversicherung,"Zahlung eines Tagegeldes vom ersten Tag bis zum letzten Tag im Krankenhaus
Zahlung auch für Sonn- und Feiertage
Flexibilität: der versicherte Tagessatz ist bei Bedarf änderbar
Kostenerstattung einfach digital
Zugang zu unserem Dokumenten-Center
Wartezeit beträgt drei Monate, bei Entbindung acht Monate
Bei Unfall entfällt die Wartezeit
Krankenhaustagegeld wird für jeden stationären Krankenhausaufenthalt gezahlt, der medizinisch notwendig ist
Tagessatz für das Krankenhaustagegeld kann individuell gewählt werden
Leistung auch bei Geburt des Kindes, sofern seit mindestens 8 Monaten versichert
Leistung auch bei stationärer Psychotherapie für bis zu 91 Tage während der Vertragslaufzeit
Versicherungsschutz gilt auch im Ausland
Möglichkeit zur Online-Berechnung und Abschluss
Persönliche Beratung vor Ort oder telefonisch möglich
Möglichkeit zur Nutzung des Rückruf-Services
Zugang zu rund 1.000 rechtlich geprüften Musterdokumenten zu unterschiedlichen Rechtsthemen
Persönlicher Berater in der Nähe verfügbar
Telefonischer Kontakt rund um die Uhr zum Festnetztarif möglich."
arag,Private Krankenversicherung für Beamte,Krankenversicherung,"Ergänzt die Beihilfe-Leistungen für Beamte und bietet einen modernen, erstklassigen Gesundheitsschutz für Sie und Ihre Familie.
Leistungen über Höchstsätzen der Gebührenordnungen.
Rückerstattung von Beiträgen, wenn die Versicherung nicht genutzt wird.
Digitale Kostenerstattung.
Patienten-Rechtsschutzversicherung, Auslandskrankenschutz und zahlreiche Gesundheits-Services.
Verschiedene Bausteine der Versicherung, darunter ARAG BeihilfeBest, BeihilfeKlinik, BeihilfeEinbett und BeihilfeErgänzungBest.
Unterstützung bei der Arzt- und Kliniksuche, digitaler Schmerztherapie, psychologischer Unterstützung, Schwangerschaft und Geburt, digitaler Ernährungstherapie und Auslandsnotruf.
Beiträge werden ab dem Alter von 21 Jahren angespart, um eine Erhöhung aufgrund des Älterwerdens zu vermeiden.
Möglichkeit, Belege einfach online über die ARAG GesundheitsApp einzureichen.
Keine Wartezeiten, der Versicherungsschutz beginnt sofort.
Möglichkeit einer Beitragsrückerstattung, wenn keine Rechnungen eingereicht wurden.
Möglichkeit, die Familie mitzuversichern.
Möglichkeit, den Versicherungsschutz jederzeit anzupassen.
Möglichkeit, die Versicherung nach einer Vertragslaufzeit von 24 Monaten zu kündigen."
arag,Reiseversicherung für Sportvereine,Reiseversicherung,"Umfassende Absicherung für Organisatoren und Teilnehmer
Veranstalter-Haftpflichtversicherung einschließlich der gesetzlich vorgeschriebenen Insolvenzabsicherung (Kautionsversicherung) für je Reiseteilnehmer nur 0,61 € – unabhängig von der Reisedauer
Möglichkeit zur Beantragung von Sicherungsscheinen
Optionale Absicherung für Reiseteilnehmer durch Unfall-, Haftpflicht-, Reisegepäck- und Auslands-Krankenversicherung
Kombination mit der Veranstalter-Haftpflichtversicherung ermöglicht auch eine Insolvenzabsicherung für Reiseveranstalter
Versicherter Bereich umfasst die gesetzliche Haftpflicht des Vereins als Reiseveranstalter sowie die persönliche gesetzliche Haftpflicht der vom Verein mit der Durchführung der Veranstaltung beauftragten Personen
Kautionsversicherung übernimmt für den Verein als Reiseveranstalter gegenüber dem Reisenden die Bürgschaft gemäß den gesetzlichen Forderungen nach § 651 r BGB für die Erstattung des gezahlten Reisepreises, soweit Reiseleistungen infolge Zahlungsunfähigkeit oder Konkurses des Vereins als Reiseveranstalters ausfallen
Optionaler Schutz für Reiseteilnehmer durch Haftpflichtversicherung, Unfallversicherung, Reisegepäckversicherung und Auslandsreise-Krankenversicherung
Möglichkeit zur Online-, Vor-Ort-, Postalischen oder Telefonischen Absicherung
Unterstützung und Beratung durch Ansprechpartner der Sportversicherungsbüros bei den Landessportbünden."
arag,D&O-Versicherung,Haftpflichtversicherung,"Spezieller Haftungs-Schutz für Vereinsführung und Funktionäre
Sichert Entscheidungsträger im Verein oder Verband gegen zivilrechtliche Schadenersatzforderungen ab
Schützt das Privatvermögen der versicherten Person bei Schadenersatzforderungen
Kann zusammen mit der Vermögensschadenhaftpflicht abgeschlossen werden für umfassenden Schutz mit Preisvorteil
Drei verschiedene Versicherungssummen zur Auswahl: 125.000 Euro, 250.000 Euro und 500.000 Euro
Versichert ehemalige, gegenwärtige oder zukünftige Mitglieder des Vorstandes, der Geschäftsleitung, des Kuratoriums, des Präsidiums, des Aufsichtsrates, des Verwaltungsrates oder des Beirates sowie deren Stellvertreter des Versicherungsnehmers oder seiner Tochterunternehmen
Vermögensschäden im Zusammenhang mit dem Allgemeinen Gleichbehandlungsgesetz (AGG) einschließlich der Verletzung des Allgemeinen Persönlichkeitsrechts (§ 823 l BGB) sind mitversichert
Zusatzleistung für Reputationsschäden und Organisationsrechtsschutz
Kann online, vor Ort, postalisch oder telefonisch abgeschlossen werden
Kann in Kombination mit der Vermögensschadenhaftpflicht auf den gesamten Verein erweitert werden
Alle Funktionsträger sind versichert, vom Vorstand über Abteilungsleiter bis zum Hausmeister
Fehler in der Vereinsarbeit werden finanziell für den Verein/Verband und den Verantwortlichen aufgefangen."
arag,Pferdehaftpflicht,Haftpflichtversicherung,"Verlässlicher Kostenschutz für Schäden, die Ihr Pferd verursacht
Fremdreiterrisiko eingeschlossen: Ihre Reitbeteiligung ist mitversichert
Auch abgedeckt: Flurschäden und Weiderisiko
Schutz für Mietsachschäden und Sachschäden an Pferdeanhängern
Weiderisiko und Flurschäden sind abgedeckt
Pferd und Fohlen bis zum Alter von 18 Monaten sind mitversichert
Schutz auch für das eigene Pferd bei Schäden durch andere Pferde
Drei Leistungsvarianten der Pferdehaftpflichtversicherung: Basis (10 Mio € Versicherungssumme), Komfort (20 Mio € Versicherungssumme, 15 Millionen Euro für Personenschäden), Premium (30 Mio € Versicherungssumme, 20 Millionen Euro für Personenschäden)
Möglichkeit zur Reduzierung der Beiträge durch Selbstbeteiligung
Zugang zum ARAG Online Rechts-Service mit rund 1.000 Musterschreiben und -verträgen aus vielen Rechtsbereichen
Ausgezeichneter Schaden-Service vom TÜV Saarland
Persönliche Berater in zahlreichen Geschäftsstellen im gesamten Bundesgebiet
Unabhängiger Versicherer in Familienbesitz
International erfahrener Versicherer mit knapp sechs Millionen Kunden in 19 Ländern
Möglichkeit zur Online-Abschließung der Pferdehaftpflichtversicherung
Rund-um-die-Uhr-Service im Schadensfall."
arag,Internet-Rechtsschutz für Gewerbetreibende,Rechtsschutzversicherung,"Schützt das Unternehmen ganzheitlich vor möglichen Online-Risiken.
Trägt die Kosten für das Entfernen rufschädigender Beiträge im Netz, zum Beispiel auf Bewertungsportalen.
Hilft dabei, Schadenersatz durchzusetzen, wenn jemand die Identität des Unternehmens online missbraucht.
Zahlt für die rechtliche Prüfung der Firmen-Website und lässt feststellen, ob Bildrechte oder Datenschutzbestimmungen verletzt wurden.
Bietet Beratung zum Internet-Rechtsschutz für Firmen durch erfahrene Versicherungs-Experten.
Verschiedene Versicherungspakete (Basis, Komfort, Premium) mit unterschiedlichen Leistungen und Versicherungssummen.
Bietet Unterstützung bei Rechtsfragen im In- und Ausland durch deutschsprachige Anwälte.
Zugang zum ARAG Online Rechts-Service mit rund 1.000 rechtlich geprüften Musterdokumenten.
Bietet Mediation zur außergerichtlichen Beilegung von Streitigkeiten.
Ausgezeichneter Schaden-Service mit einer Gesamtzufriedenheit von rund 84 Prozent.
Keine Wartezeit, sofortiger Versicherungsschutz.
Das gesamte Team des Unternehmens ist mitversichert.
Ergänzender CyberSchutz für schnelle Hilfe bei Online-Angriffen.
Möglichkeit zur Kombination mit dem Versicherungspaket ARAG Recht & Gewerbe."
arag,Kfz-Zusatzversicherung für Vereine und Verbände,Haftpflichtversicherung,"Versichert sind Unfallschäden an Fahrzeugen, die im Auftrag des Vereins eingesetzt werden.
Der Versicherungsschutz gilt in ganz Europa und allen Anliegerstaaten des Mittelmeers.
Der Standardschutz bietet Leistungen wie Bergung, Abschleppen und Weiterbeförderung der Insassen sowie Rechtsschutz.
Der Comfortschutz bietet zusätzliche Extras wie Insassen-Unfallversicherung oder der Erstattung eines eventuellen Rabattverlustes in der Kfz-Haftpflicht.
Finanzieller Ausgleich nach Vorleistungspflicht der eigenen Kaskoversicherung.
Möglichkeit zur Berechnung des Beitrags für die Kfz-Zusatzversicherung auf der Website.
Versicherungsschutz für verschiedene Fahrzeugtypen wie Pkw, Wohnmobile, Krafträder, Anhänger und LKW bis 3,5 t.
Versicherungsschutz für Fahrten zu verschiedenen Veranstaltungen wie Wettkämpfe, Trainingsstunden, Vorstands- und Ausschuss-Sitzungen, mehrtägige Jugendfreizeiten, offizielle Versammlungen des Vereins und seiner Abteilungen, Sportkurse, Festumzügen der Vereine, Ausflügen des Vereins, geselligen Veranstaltungen, Aufbau- und Abbauarbeiten bei versicherten Veranstaltungen, offiziellen Gesprächen mit Rechtsanwälten, Steuerbehörden oder dem Versicherungsbüro beim Landessportbund / Landessportverband (LSB / LSV), Transport von benötigten Geräten zu versicherten Sportveranstaltungen und Versammlungen des Vereines, Sportveranstaltungen, auch wenn sie für einen Spitzenfachverband ausgerichtet werden.
Verschiedene Möglichkeiten zum Abschluss der Kfz-Zusatzversicherung: Online, vor Ort, postalisch oder telefonisch.
Bereitstellung von Unterlagen zum Download für Vereine und Verbände.
Kontaktmöglichkeiten für Fragen oder Beratung.
Erstkontakt im Schadensfall über eine angegebene Rufnummer.
Bei Schäden an einem fremden Fahrzeug sollte die eigene Kfz-Haftpflichtversicherung kontaktiert werden."
arag,Arbeitsrechtsschutz,Rechtsschutzversicherung,"Verlässliche Absicherung im Job bei rechtlichen Konflikten wie Homeoffice, Kurzarbeit oder Kündigung
Unbegrenzte Versicherungssummen weltweit oder in Europa
Freie Anwaltswahl
Inklusive privater Rechtsschutzversicherung
Unterstützung bei der Suche nach einer fairen Lösung durch einen Mediator
Übernahme der Anwalts- und Gerichtskosten bei arbeitsrechtlichen Auseinandersetzungen
Kostenübernahme bei Arbeitsrecht-Prozessen
Unterstützung bei verschiedenen arbeitsrechtlichen Fällen wie Abmahnung, ungerechte Gehaltseinstufung, Prüfung von Arbeitsvertrag oder -zeugnis, Mobbing & Diskriminierung, Disziplinarverfahren, Rentenfragen
Optionaler Arbeitslosen-Schutz bei betriebsbedingter Kündigung
Drei Leistungsvarianten zur Auswahl: Basis, Komfort, Premium
Verschiedene Leistungen je nach Variante zusätzlich versichert
Möglichkeit zur Senkung des Beitrags durch Selbstbeteiligung
Rechtsschutz für Start-up-Gründer und Arbeitgeber
Möglichkeit zur nahtlosen Übernahme von einer vorherigen Versicherung ohne Wartezeit
Kosten abhängig von individuellen Ansprüchen, gewähltem Tarif und optionalen Erweiterungen
Einfache Inanspruchnahme des Arbeitsrechtsschutzes durch Anruf oder Online-Formular."
arag,Versicherungen für Chöre und Musikvereine,Haftpflichtversicherung,"Spezialisiert auf Vereinsversicherungen
Partner für aktive Sänger und Sängerinnen im Deutschen Chorverband (DCV)
Versicherungsschutz für Verband, Verein und Mitglieder vor Schadenersatzansprüchen (Haftpflicht)
Rechtsschutz für Verein oder Verband
Absicherung für satzungsgemäßen Vereinsbetrieb (z.B. Konzerte, Proben, Auftritte, Chorfeste)
Absicherung für alle öffentlichen Veranstaltungen und Reisen, auch über den satzungsgemäßen Vereinsbetrieb hinaus (z.B. Disco, Brauchtumsfeste)
Unfallabsicherung für Mitglieder und Helfer einschließlich Wegerisiko
Vermögensschadenabsicherung für den Verein bei fahrlässigen Pflichtverletzungen des Vorstands und haupt- und ehrenamtlich tätigen Mitarbeitern
D&O-Deckung für Vorstände, damit diese für die wirtschaftlichen Folgen von Fehlern in ihrer Verbands-/Vereinstätigkeit nicht mit ihrem Privatvermögen haften müssen
Zusatzversicherungen wie Kfz-Zusatzversicherung, Musikinstrumentenversicherung, Inventarversicherung, Elektronikversicherung für Vereine, Reiseversicherung für Vereine
Individuelles Angebot und Beratung basierend auf den Bedürfnissen des Vereins
Möglichkeit zur Anmeldung für den ARAG Sport-Newsletter mit Infos und Rechtstipps für Vereine und Verbände
Bereitstellung von Praxisbeispielen und Ratgeber zum Vereinsrecht."
arag,Verkehrsrechtsschutz,Rechtsschutzversicherung,"Schutz als Halter, Eigentümer, Fahrer und Insasse aller auf Sie oder eine mitversicherte Person zugelassenen Fahrzeuge
Schutz als Fahrer fremder Fahrzeuge
Schutz als Mieter von Fahrzeugen
Schutz als Fußgänger
Schutz als Nutzer von Fahrrad, E-Bike und Segway
Schutz als Fahrgast in öffentlichen Verkehrsmitteln
Übernahme von Anwalts- und Gerichtskosten
Telefonische Anwaltsberatung inklusive – auch international im jeweiligen Landesrecht
Freie Anwaltswahl und Mediation
Möglichkeit zur Hinzufügung von ARAG Schutzbriefen mit bis zu 30 % Preisvorteil
Verschiedene Leistungspakete (Basis, Komfort, Premium) zur individuellen Absicherung
Zugang zum ARAG Online Rechts-Service mit rund 1.000 rechtlich geprüften Musterdokumenten
Sachverständigengutachten im außergerichtlichen Bereich
Treuebonus bei Nichtinanspruchnahme der Rechtsschutzversicherung über fünf Jahre
Möglichkeit zur Ergänzung des Verkehrsrechtsschutzes um die Bereiche Privat, Beruf oder Wohnen
Möglichkeit zur Hinzufügung des ARAG Top-Schutzbriefs für Hilfe bei Pannen oder Unfällen
Möglichkeit zur Kontaktaufnahme über eine direkte Durchwahl zu Verkehrsrecht-Spezialisten oder online über ein Schaden-Formular."
arag,Ambulante Zusatzversicherung,Krankenversicherung,"Beteiligung an Kosten, die gesetzlich Versicherte normalerweise selbst zahlen müssen, z.B. bei Nutzung alternativer Heilmethoden und Naturheilverfahren
Übernahme des Eigenanteils bei zuzahlungspflichtigen Medikamenten, Heilmitteln und medizinischen Anwendungen
Kostenübernahme für Brillen und Kontaktlinsen bis zu 100 %; Zuschuss zur Laser-Operation am Auge bis zu 1.000 € im Premium-Tarif
Kostenübernahme für Behandlungen beim Heilpraktiker und Naturheilverfahren beim Arzt bis zu 90 %
Drei Tarife zur Auswahl: Basis, Komfort, Premium
Auslandskrankenschutz in allen drei Tarifen bereits eingeschlossen
Option auf Krankenvollversicherung bereits inklusive
Gesundheitstelefon für medizinische Fragen
Kostenerstattung einfach digital
Zugang zum Dokumenten-Center mit rund 1.000 rechtlich geprüften Musterdokumenten zu unterschiedlichen Rechtsthemen
Persönliche Beratung vor Ort oder telefonisch
Möglichkeit zum Online-Abschluss oder Abschluss bei einem ARAG Berater vor Ort
Telefonische Beratung unter 089 4124-9566
Zusätzliche Leistungen mit den zusätzlich abschließbaren Zahn-Tarifen DentalPro Z100, Z70 und Z50/90."
arag,Vorsorge-Zusatzversicherung,Krankenversicherung,"Übernahme der Kosten für viele Vorsorgeuntersuchungen bis zu 1.000 Euro, für Impfungen bis 200 Euro alle zwei Jahre.
Erweiterter Krebsvorsorge, zum Beispiel mit Ultraschalluntersuchung der Brust, Darmkrebsvorsorge und Hautkrebs-Screening.
Leistungen auch für die zusätzliche Ultraschalluntersuchung oder Triple-Test während der Schwangerschaft; bei Kindern und Jugendlichen für die Schielvorsorge oder einen Hör-Check.
100 % der Restkosten für Vorsorgeuntersuchungen zur Früherkennung von Krankheiten gemäß tariflichem Verzeichnis.
100 % der Restkosten für Impfungen gemäß der STIKO-Empfehlung, gegen Tollwut, gegen Hepatitis A und B, gegen Frühsommer-Meningoenzephalitis (FSME), aufgrund von Auslandsreisen.
Keine Gesundheitsprüfung erforderlich für den Abschluss dieser Krankenzusatzversicherung.
Allgemeine Wartezeit beträgt 3 Monate, die besonderen Wartezeiten für Entbindung, Psychotherapie, Zahnersatz und Kieferorthopädie betragen 8 Monate.
Zugang zu Gesundheitstelefon für medizinische Fragen und digitale Kostenerstattung per App.
Zugang zu umfassender juristischer Online-Datenbank mit rund 1.000 rechtlich geprüften Musterdokumenten zu unterschiedlichen Rechtsthemen.
Persönliche Beratung in zahlreichen Geschäftsstellen im gesamten Bundesgebiet oder telefonisch rund um die Uhr zum Festnetztarif."
arag,Nichtmitgliederversicherung für Probetrainings,Haftpflichtversicherung,"Bietet Nichtmitgliedern Schutz während der aktiven Teilnahme an allen Sportangeboten des Vereins und seiner Abteilungen.
Nichtmitglieder sind während der aktiven Teilnahme an Sportveranstaltungen genauso abgesichert wie Vereinsmitglieder.
Der Beitrag ist nach der Vereinsgröße gestaffelt und gilt jeweils für ein Jahr.
Der Versicherungsschutz bietet als Jahresvertrag eine pauschale Absicherung für alle Nichtmitglieder, die aktiv an sämtlichen sportlichen Angeboten des Vereins teilnehmen.
Nichtmitglieder sind während der aktiven Teilnahme an Sportveranstaltungen genauso abgesichert wie Vereinsmitglieder. Dies gilt für folgende Versicherungsbereiche: Haftpflicht, Unfall, Rechtsschutz und Krankenversicherung (wenn im Umfang der Sportversicherung enthalten).
Die Nichtmitgliederversicherung bietet dem Verein einen „sicheren“ Mehrwert bei der Gewinnung neuer potenzieller Mitglieder.
Wenn eine Mitgliedschaft vereinbart wird, besteht ab dem Zeitpunkt automatisch Versicherungsschutz über die Sportversicherung.
Der Verein muss keine Anmeldung der Nichtmitglieder vornehmen.
Der Beitrag wird in Abhängigkeit der Vereinsgröße erhoben.
Der Schutz umfasst grundsätzlich das Sportangebot des Vereins, losgelöst vom Austragungsort.
Kein Versicherungsschutz besteht für teilnehmende Nichtmitglieder bei Maßnahmen im Rehabilitations-Sport und Funktionstraining auf Grundlage des § 44 Abs. 1 Nr. 3 und 4 SGB IX (Verordnung 56)."
arag,ARAG Recht und Gewerbe Versicherungspaket,Gewerbeversicherung,"Wertvoller Schutz für relevante Bereiche Ihrer selbstständigen Tätigkeit in einem einzigen Paket
Individuell kombinierbar: Der ARAG Rechtsschutz ist immer enthalten – Haftpflicht und/oder Sachschutz sowie weitere Bausteine nach Wahl
Preisvorteil und Schadenfreiheitsrabatt inklusive
Mehrfachschutz mit einem Vertrag
Sofort 20 Prozent Rabatt
Einfacher Versicherungswechsel
Die Bausteine im Versicherungspaket Recht und Gewerbe sind individuell wählbar
Komfort-Paket und Premium-Paket verfügbar
Ausgezeichnete Absicherung für Ihr Gewerbe
Ganzheitlicher, komfortabler und fairer Schutz
Rabattretter Option verfügbar
Keine Überversicherung bei bestehenden Versicherungen
Inklusive Rechtsschutz für Selbstständige, Sach-Schutz und Haftpflicht-Schutz
Versicherungsschutz bei Schäden durch Flugdrohnen, Asbest, Verlust fremder Schlüssel und Zugangskarten, Mietsachschäden an gemieteten Räumlichkeiten und an deren Ausstattung während Dienst- oder Geschäftsreisen
Versicherungsschutz bei Schäden durch Feuer, Einbruchdiebstahl, Vandalismus nach Einbruchdiebstahl, Leitungswasser und Sturm/Hagel
Versicherungsschutz bei Vermögensschäden aufgrund gesetzlicher Haftpflichtbestimmungen
24/7 Telefonische Anwaltsberatung und Anwalts-Chat
Konfliktlösung durch Mediation
Online-Forderungsmanagement inklusive Bonitätsprüfung von Kunden
Forderungsmanagement Plus bei streitigen Forderungen
Erweiterter Vertrags-Rechtsschutz für Hilfsgeschäfte
Rechtsschutz für die Generalunternehmerhaftung nach dem MiLoG (A)
Bauherren-Rechtsschutz
Vorversicherungsgarantie
Einmaliger Universal-Rechtsschutz für eine Beratung und außergerichtliche Vertretung
Wettbewerbs-Rechtsschutz
Patent- und Urheber-Rechtsschutz
Versicherungsschutz wegen Verschulden bei Vertragsverhandlungen, oder wegen der Nicht- oder Schlechterfüllung der vertraglichen Leistungspflicht, oder auf Schadenersatz wegen der Verletzung vertraglicher Nebenpflichten, oder aus Verzögerungsschäden, oder auf Schadenersatz wegen entgangener Gewinne, oder wegen immaterieller Schä"
arag,Hundehaftpflicht,Haftpflichtversicherung,"Verlässlicher Kostenschutz für Schäden, die Ihr Hund verursacht
Einheitliche Tarife für alle bei uns versicherbaren Hunderassen
Unkomplizierter Ausgleich von berechtigten Forderungen und Abwehr überzogener oder unberechtigter Forderungen, wenn nötig gerichtlich
Versicherungsschutz weltweit
Schutz nicht nur für den Hundehalter, sondern auch für den Hund selbst
In Komfort und Premium inklusive: Schadenersatz-Rechtsschutz
Versicherungsschutz auch wenn der Hund von jemand anderem ausgeführt wurde
Kostenfreier Zugang zu rund 1.000 Musterschreiben und -verträgen durch den ARAG Online Rechts-Service
Hundewelpen sind automatisch bis zu einem Alter von 18 Monaten mitversichert
Möglichkeit zur Vereinbarung einer Selbstbeteiligung zur Beeinflussung der monatlichen Beiträge
Drei Leistungsvarianten zur Auswahl: Basis (10 Mio € Versicherungssumme), Komfort (20 Mio € Versicherungssumme), Premium (30 Mio € Versicherungssumme)
Rund um die Uhr erreichbarer Schaden-Service
Möglichkeit zur Online-Abschließung der Versicherung, Beratung vor Ort oder telefonisch."
arag,Heilpraktiker Zusatzversicherung,Krankenversicherung,"Bietet nachhaltige Behandlungsformen an, die bei der Heilung auf natürliche Arzneimittel setzen und Krankheiten durch gesunde Ernährung, Bewegung und dem Abbau von Stress vorbeugen.
Beteiligt sich an vielen Kosten, die Sie als gesetzlich Versicherter normalerweise selbst zahlen müssten.
Bis zu 90 % Kostenübernahme für Behandlungen beim Heilpraktiker und für Naturheilverfahren inklusive der dabei verordneten Medikamente.
Übernahme des Eigenanteils bei allen zuzahlungspflichtigen Medikamenten, Heilmitteln und medizinischen Anwendungen.
Kostenübernahme für Sehhilfen bis zu 100 % und Zuschuss zur Laser-Operation am Auge (tarifabhängig) sowie viele weitere attraktive Leistungen.
Legen Sie selbst fest, welche Heilpraktiker-Leistungen Sie im Rahmen unserer ambulanten Zusatzversicherung versichern möchten – Sie haben dabei die Wahl zwischen den Tarifen Basis, Komfort und Premium.
Wer die Heilpraktiker-Zusatzversicherung der ARAG abschließt, bekommt je nach Tarif bis zu 90 % der Kosten zurückerstattet, die durch eine Behandlung bei einem Heilpraktiker, bei der Komfort-Variante auch bei einem Arzt für Naturheilverfahren entstehen.
Auch für Ihre Kinder können Sie die Leistungen der gesetzlichen Krankenkasse mit einer zusätzlichen Heilpraktikerversicherung ergänzen: Im Rahmen des ARAG Junior-Tarif Komfort sind ausgewählte Verfahren beim Heilpraktiker in definiertem Rahmen abgesichert.
Die Kosten für Ihre Zusatzversicherung sind abhängig vom Grad der Absicherung, den Sie wünschen.
Ja, wenn Sie bei Beschwerden osteopathische Leistungen beim Heilpraktiker in Anspruch nehmen, sind diese über die Heilpraktiker-Zusatzversicherung abgesichert.
Nein, Leistungen für psychotherapeutische Behandlungen sind im Rahmen der Heilpraktikerversicherung nicht abgesichert.
Bevor Sie Heilpraktiker-Leistungen in Anspruch nehmen können, ist bei allen drei Tarifen eine Wartezeit von drei Monaten einzuhalten; dies gilt beim Tarif Premium auch für Leistungen durch einen naturheilkundlichen Arzt.
Nein, vor Abschluss Ihrer Heilpraktikerversicherung bei der ARAG müssen Sie einige Gesundheitsfragen beantworten."
arag,Elektronikversicherung,Hausratversicherung,"Versichert nahezu alle Elektronik-, Elektro- und Gasgeräte im privaten Haushalt
Schützt vor hohen Kosten im Schadensfall, wenn teure Geräte ersetzt werden müssen
Versichert auch Kurzschluss, Bedienungsfehler und Unachtsamkeit
Drei Leistungsvarianten zur Auswahl: Basis, Komfort und Premium
Im Schadensfall wird pro Gerät bis zu 5.000 Euro gezahlt
Basis-Paket versichert alle Küchen- und Haushaltsgeräte für monatlich 7,25 Euro
Komfort-Paket versichert zusätzlich Geräte der Bild- und Tontechnik sowie Telefonanlagen für monatlich 12,76 Euro
Premium-Paket versichert zusätzlich alle Geräte der Unterhaltungs- und Spielelektronik für monatlich 18,28 Euro
Im Schadensfall wird je nach Leistungspaket maximal bis zu 10.000 Euro (Basis), 15.000 Euro (Komfort) oder 20.000 Euro (Premium) pro Jahr erstattet
Bei Totalschäden wird der Neuwert erstattet, wenn das Gerät bis zu zwei Jahre alt ist. Bei älteren Geräten wird der Zeitwert erstattet
Pro Schadenfall muss eine Selbstbeteiligung von 50 Euro übernommen werden
Zugang zum Dokumenten-Center mit rund 1.000 rechtlich geprüften Musterdokumenten zu unterschiedlichen Rechtsthemen
ARAG Schaden-Service wurde vom TÜV Saarland mit der Note ""Sehr gut"" ausgezeichnet
Persönliche Beratung in zahlreichen Geschäftsstellen im gesamten Bundesgebiet oder telefonisch rund um die Uhr
ARAG ist ein unabhängiger Versicherer in Familienbesitz
Internationaler Versicherungsschutz in 19 Ländern
Möglichkeit, die Elektronikversicherung online, bei einem ARAG Berater vor Ort oder telefonisch abzuschließen
Im Schadensfall kann der Schaden telefonisch oder online gemeldet werden."
arag,Auslandsreisekrankenversicherung,Reiseversicherung,"Behandlungskosten: In den ersten 42 Tagen Ihrer Reise übernehmen wir 100 %.
Rücktransport: Wir zahlen medizinisch sinnvolle und vertretbare Rückführungen.
24/7 ARAG-Notruf: Wir sind täglich und rund um die Uhr für Sie da.
Keine Selbstbeteiligung: Wenn Sie privat krankenversichert sind.
Auslandskrankenschutz für Singles ab 8,00 €/jährlich
Auslandskrankenschutz für Familien ab 24,00 €/jährlich
Versicherungsschutz gilt weltweit
Übernahme von 100% der Behandlungskosten in den ersten 42 Tagen der Auslandsreise
Deckung für ambulante Behandlungen, stationäre Behandlungen, Zahnbehandlung, Krankentransport und Rücktransport
Übernahme der Überführung ins Heimatland oder die Bestattung im Ausland bis maximal 10.250 € im Todesfall
Schutz auch im Falle einer Erkrankung durch das Coronavirus während der Auslandsreise
Möglichkeit, einen Komplettschutz für die ganze Familie abzuschließen
Deckung für medizinisch sinnvolle Rücktransporte aus dem Ausland
Möglichkeit, die Versicherung online abzuschließen
24-Stunden-Hotline für Beratung und Unterstützung im Krankheitsfall
Möglichkeit, Leistungen digital mit der kostenlosen ARAG GesundheitsApp abzurechnen."
arag,ARAG Reiseversicherung,Reiseversicherung,"Weitreichender Schutz für die genaue Reisedauer, sogar bis zu 90 Tage je Reise. Rund um den Globus oder europaweit.
Reiserücktritt- und Auslandskrankenversicherung: Das perfekte Duo für Ihren Schutz
Reisegepäckversicherung: Damit ein beschädigter oder verlorener Koffer nicht Ihren Urlaub verdirbt
Sofort-Leistungen: Schnelle Unterstützung in Notsituationen
Ihr Anwalt reist mit: Reiserechtsschutz inklusive
24-Stunden-Hotline für schnelle Hilfe auf einer Reise
Internationales Anwaltstelefon – Ihre Erstberatung
Flugverspätungsrechner zur Ermittlung einer möglichen Entschädigung
Auslandskrankenversicherung: Übernahme der Kosten für notwendige medizinische Behandlungen
Reiserücktrittsschutz: Übernahme der Kosten, wenn die geplante Anreise nicht angetreten oder umgebucht werden muss
Reisegepäck-Versicherung: Ersatz für beschädigtes oder gestohlenes Gepäck
Reise-Rechtsschutz: Unterstützung bei Ärger mit dem Reiseveranstalter, der Fluglinie oder dem Hotel
Sofort-Leistungen: Schnelle Hilfe in Notfallsituationen, zum Beispiel bei Unfall, Fahrzeugausfall oder bei Verlust wichtiger Dokumente im In- und Ausland."
