company_name,page_content,is_product_page,product_service_name,product_information
generali,privatkunden_vorsorge-finanzen_goldanlage_cleansed.md,True,RundumSchutz,"Der RundumSchutz bietet eine umfassende Absicherung für Privat- und Geschäftskunden in verschiedenen Bereichen wie Gesundheit, Fahrzeug, Rechtsschutz und Vorsorge. Die Produkte sind darauf ausgelegt, individuelle Bedürfnisse zu erfüllen und bieten eine Vielzahl von Optionen, um finanzielle Sicherheit und Schutz im Alltag zu gewährleisten."
generali,geschaeftskunden_gesundheit-betriebliche-vorsorge_betriebliches-gesundheitsmanagement_cleansed.md,True,"RundumSchutz, Gesundheit Vorsorge, FirmenSAFE, betriebliche Krankenversicherung, Sach Gebäude, Transportversicherung","Der Text beschreibt eine Vielzahl von Versicherungsprodukten für Privat- und Geschäftskunden, darunter umfassende Lösungen wie RundumSchutz und betriebliche Krankenversicherungen. Diese Produkte bieten Schutz für verschiedene Bereiche, einschließlich Gesundheit, Sachwerte und Transport, und sind darauf ausgelegt, die finanziellen Risiken für Unternehmen und Privatpersonen zu minimieren."
generali,privatkunden_fahrzeug-zuhause_hausratversicherung_cleansed.md,True,Hausratversicherung,"Die Hausratversicherung bietet umfassenden Schutz für persönliche Gegenstände in der Wohnung, einschließlich Möbel, Kleidung und Wertsachen, gegen Gefahren wie Feuer, Einbruchdiebstahl und Wasserschäden. Sie ermöglicht eine unbegrenzte Entschädigung im Neuwert und bietet zusätzliche Optionen wie Zuwahlbausteine für individuellen Schutz."
generali,journal_versicherungscheck-alle-jahre-wieder-sinnvoll_cleansed.md,True,RundumSchutz,"Der RundumSchutz bietet eine umfassende Absicherung für Privat- und Geschäftskunden in verschiedenen Lebensbereichen, einschließlich Fahrzeug-, Gesundheits-, Freizeit- und Vermögensschutz. Die verschiedenen Versicherungsprodukte sind darauf ausgelegt, individuelle Bedürfnisse zu decken und finanzielle Risiken abzusichern."
generali,privatkunden_fahrzeug-zuhause_elektro-fahrzeuge_cleansed.md,True,RundumSchutz,"Der RundumSchutz bietet umfassende Versicherungsleistungen für Privat- und Geschäftskunden, einschließlich Kfz-Versicherung, Hausratversicherung, Gesundheits- und Pflegeversicherungen sowie Rechtsschutz. Besondere Leistungen wie die Allgefahrendeckung für Elektrofahrzeuge und individuelle Beratung durch Vermögensberater sind ebenfalls enthalten."
generali,geschaeftskunden_waren-transport_gewerbe-kompakt-mobil_cleansed.md,True,RundumSchutz,"Der RundumSchutz bietet umfassende Versicherungsleistungen für Privat- und Geschäftskunden, einschließlich Sach- und Haftpflichtversicherungen sowie betrieblicher Vorsorge. Die Produkte sind individuell anpassbar und bieten Schutz für verschiedene Betriebsarten und Größen, um den spezifischen Bedürfnissen der Kunden gerecht zu werden."
generali,geschaeftskunden_waren-transport_warenversicherung_cleansed.md,True,CARGO EUROPA POLICE,"Die CARGO EUROPA POLICE bietet umfassenden Versicherungsschutz für den Transport von Waren innerhalb Europas, einschließlich der Absicherung gegen typische Transportrisiken wie Diebstahl, Beschädigung und Verlust. Die Versicherung deckt sowohl eigene als auch fremde Güter ab und ist für verschiedene gewerbliche Unternehmen wie Handwerksbetriebe, Handelsunternehmen und Produktionsbetriebe geeignet."
generali,karriere_karriere-blog_mit-der-generali-quer-durch-deutschland-als-werkstudentin-_cleansed.md,True,RundumSchutz,"Der RundumSchutz bietet eine umfassende Absicherung für Privat- und Geschäftskunden in verschiedenen Bereichen wie Gesundheit, Fahrzeug, Rechtsschutz und Vorsorge. Die Produkte umfassen unter anderem Kfz-Versicherungen, Hausratversicherungen, Krankenvollversicherungen und verschiedene Vorsorgeoptionen, die auf die individuellen Bedürfnisse der Kunden zugeschnitten sind."
generali,presse_cleansed.md,True,RundumSchutz,"Der RundumSchutz bietet eine umfassende Absicherung für Privat- und Geschäftskunden in verschiedenen Bereichen wie Fahrzeug, Gesundheit, Freizeit, Recht und Vorsorge. Die Produkte umfassen unter anderem Kfz-Versicherungen, Krankenvollversicherungen und Haftpflichtversicherungen, die auf die individuellen Bedürfnisse der Kunden zugeschnitten sind."
generali,privatkunden_gesundheit-freizeit_pflegepflichtversicherung-vollversicherte_cleansed.md,True,RundumSchutz,"Der RundumSchutz bietet eine umfassende Absicherung in verschiedenen Lebensbereichen, einschließlich Fahrzeug-, Gesundheits-, Freizeit- und Vermögensschutz. Kunden können aus einer Vielzahl von Versicherungsprodukten wählen, die auf ihre individuellen Bedürfnisse zugeschnitten sind, wie z.B. Kfz-Versicherung, Krankenvollversicherung und Pflegepflichtversicherung."
generali,nachhaltigkeit_cleansed.md,True,RundumSchutz,"Der RundumSchutz bietet eine umfassende Absicherung für Privat- und Geschäftskunden in verschiedenen Bereichen wie Gesundheit, Fahrzeug, Rechtsschutz und Vorsorge. Die Produkte sind darauf ausgelegt, Lebensrisiken zu minimieren und den Kunden in verschiedenen Lebenssituationen zu unterstützen."
generali,journal_cleansed.md,True,RundumSchutz,"Der RundumSchutz bietet eine umfassende Absicherung für Privat- und Geschäftskunden in verschiedenen Bereichen wie Fahrzeug, Gesundheit, Freizeit, Recht und Vorsorge. Die Produkte umfassen unter anderem Kfz-Versicherungen, Krankenvollversicherungen, Unfallversicherungen und Vermögensaufbaupläne, die auf die individuellen Bedürfnisse der Kunden zugeschnitten sind."
generali,service-kontakt_schaden-melden_kfz-haftpflicht_cleansed.md,True,RundumSchutz,"Der RundumSchutz bietet eine umfassende Absicherung für Privat- und Geschäftskunden in verschiedenen Bereichen wie Fahrzeug, Gesundheit, Freizeit, Recht und Vorsorge. Die Produkte umfassen unter anderem Kfz-Versicherungen, Krankenvollversicherungen und Haftpflichtversicherungen, die auf die individuellen Bedürfnisse der Kunden zugeschnitten sind."
generali,privatkunden_fahrzeug-zuhause_fahrer-mobilitaetsschutz_cleansed.md,True,RundumSchutz,"Der RundumSchutz bietet umfassende Versicherungsleistungen für Privat- und Geschäftskunden, einschließlich Kfz-Versicherung, Hausratversicherung, Gesundheits- und Pflegeversicherungen sowie Rechtsschutz. Die Produkte sind darauf ausgelegt, verschiedene Lebensbereiche abzusichern und bieten individuelle Lösungen für unterschiedliche Bedürfnisse."
generali,service-kontakt_apps_generali-protect-me-app_cleansed.md,True,Generali Versicherungsprodukte,"Der Text beschreibt eine Vielzahl von Versicherungsprodukten und Dienstleistungen, die von der Generali angeboten werden, darunter Kfz-Versicherungen, Krankenversicherungen, Haftpflichtversicherungen und spezielle Angebote für junge Kunden. Zudem wird die Generali Protect App erwähnt, die Wetterwarnungen und Tipps zur Sicherheit bei Unwettern bietet."
generali,geschaeftskunden_geschaeft-gebaeude_ertragsausfallversicherung_cleansed.md,True,Ertragsausfallversicherung,"Die Ertragsausfallversicherung schützt Unternehmen finanziell vor den Folgen von Betriebsunterbrechungen, indem sie umfassende Kostendeckung bietet. Sie deckt fortlaufende betriebliche Kosten wie Löhne, Mieten und Kredite während der vereinbarten Haftzeit ab und kann als eigenständiger Vertrag abgeschlossen werden."
generali,service-kontakt_schaden-melden_hausrat_cleansed.md,True,RundumSchutz,"Der RundumSchutz bietet eine umfassende Absicherung für Privat- und Geschäftskunden in verschiedenen Bereichen wie Fahrzeug, Gesundheit, Freizeit, Recht und Vorsorge. Die Produkte umfassen unter anderem Kfz-Versicherungen, Krankenvollversicherungen, Unfallversicherungen und Vermögensaufbaupläne, die auf die individuellen Bedürfnisse der Kunden zugeschnitten sind."
generali,geschaeftskunden_gesundheit-betriebliche-vorsorge_bav-kollektivplan_cleansed.md,True,bAV Kollektivplan,"Der bAV Kollektivplan ermöglicht Unternehmen, eine betriebliche Altersversorgung für ihre Mitarbeiter zu gestalten, die durch vergünstigte Gruppenkonditionen und staatliche Förderungen unterstützt wird. Er bietet Flexibilität in der Finanzierung und ermöglicht es Mitarbeitern, ihre Altersvorsorge individuell zu gestalten, während Arbeitgeber von einem verbesserten Unternehmensimage und der Bindung qualifizierter Fachkräfte profitieren."
generali,privatkunden_gesundheit-freizeit_krankenratgeber_krankentagegeld_krankentagegeld_cleansed.md,True,RundumSchutz,"Der RundumSchutz bietet eine umfassende Absicherung für Privat- und Geschäftskunden in verschiedenen Bereichen wie Gesundheit, Fahrzeug, Freizeit, Recht und Vorsorge. Die Produkte umfassen unter anderem Kfz-Versicherungen, Krankenvollversicherungen, Unfallversicherungen und Vermögensaufbaupläne, die auf die individuellen Bedürfnisse der Kunden zugeschnitten sind."
generali,privatkunden_fahrzeug-zuhause_photovoltaikversicherung_cleansed.md,True,Photovoltaikversicherung,"Die Photovoltaikversicherung bietet umfassenden Schutz für Photovoltaikanlagen gegen verschiedene Risiken wie Diebstahl, Feuer, Sturm und Überspannung. Sie deckt auch Ertragsausfälle ab, die durch versicherte Sachschäden entstehen, und bietet zusätzliche Optionen wie den Schutz von Batteriesystemen."
generali,geschaeftskunden_rundum-schutz_unternehmenssicherungspolice_cleansed.md,True,Unternehmenssicherungspolice,"Die Unternehmenssicherungspolice bietet einen umfassenden Schutz für Unternehmen, indem sie verschiedene Risiken wie Sachschäden, Haftpflichtansprüche und Ertragsausfälle abdeckt. Sie ermöglicht eine individuelle Zusammenstellung von Bausteinen, um den spezifischen Bedürfnissen des Unternehmens gerecht zu werden, und beinhaltet auch Leistungen zur Cyber-Sicherheit."
generali,nachhaltigkeit_the-human-safety-net_cleansed.md,True,RundumSchutz,"Der RundumSchutz bietet eine umfassende Absicherung für Privat- und Geschäftskunden in verschiedenen Bereichen wie Gesundheit, Fahrzeug, Rechtsschutz und Vorsorge. Die Produkte umfassen unter anderem Kfz-Versicherungen, Hausratversicherungen, Unfallversicherungen sowie verschiedene Vorsorge- und Gesundheitslösungen, die auf die individuellen Bedürfnisse der Kunden zugeschnitten sind."
generali,geschaeftskunden_waren-transport_tiefkuehlgutversicherung_cleansed.md,True,Tiefkühlgutversicherung,"Die Tiefkühlgutversicherung bietet Versicherungsschutz für gewerblich genutzte tiefgefrorene Lebensmittel und Rohstoffe, die in speziellen Kühleinrichtungen gelagert werden. Sie deckt Schäden durch verschiedene Gefahren wie Kältemittelversagen, Einbruchdiebstahl und Brand ab und ersetzt im Schadensfall den Wiederbeschaffungspreis gleichwertiger Güte."
generali,service-kontakt_formularcenter_cleansed.md,True,RundumSchutz,"Der RundumSchutz bietet eine umfassende Absicherung für Privat- und Geschäftskunden in verschiedenen Bereichen wie Fahrzeug, Gesundheit, Freizeit, Recht und Vorsorge. Die Produkte umfassen unter anderem Kfz-Versicherungen, Krankenvollversicherungen, Unfallversicherungen und Vermögensaufbaupläne, die auf die individuellen Bedürfnisse der Kunden zugeschnitten sind."
generali,geschaeftskunden_waren-transport_ausstellungs-versicherung_cleansed.md,True,Ausstellungsversicherung,"Die Ausstellungsversicherung bietet umfassenden Schutz für Kunstgegenstände und andere Produkte, die auf Messen oder Ausstellungen präsentiert werden. Sie deckt Risiken wie Verlust, Beschädigung oder Zerstörung durch verschiedene Gefahren ab, einschließlich Diebstahl, Vandalismus und Feuer, und kann individuell an die Bedürfnisse des Kunden angepasst werden."
generali,privatkunden_gesundheit-freizeit_freizeit-versicherung_cleansed.md,True,RundumSchutz,"Der RundumSchutz bietet umfassende Versicherungsleistungen für Privat- und Geschäftskunden, einschließlich Kfz-Versicherung, Hausratversicherung, Gesundheitsschutz und Rechtsschutz. Die Produkte sind darauf ausgelegt, verschiedene Lebensbereiche abzusichern und bieten weltweiten Schutz sowie Allgefahrendeckung für wertvolle Ausrüstungen im Freizeitbereich."
generali,geschaeftskunden_cleansed.md,True,RundumSchutz,"Der RundumSchutz ist ein umfassendes Versicherungspaket, das speziell für Geschäftskunden entwickelt wurde und verschiedene Bereiche wie Gesundheit, Sachversicherung und Haftpflicht abdeckt. Es bietet individuelle Anpassungsmöglichkeiten und flexible Zusatzbausteine, um den spezifischen Bedürfnissen von Unternehmen gerecht zu werden."
generali,privatkunden_fahrzeug-zuhause_kfz-versicherung_servicewerkstaetten_cleansed.md,True,RundumSchutz,"Der RundumSchutz bietet eine umfassende Absicherung für Privat- und Geschäftskunden in verschiedenen Bereichen wie Fahrzeug, Gesundheit, Freizeit, Recht und Vorsorge. Die Produkte umfassen unter anderem Kfz-Versicherungen, Krankenvollversicherungen und Haftpflichtversicherungen, die auf die individuellen Bedürfnisse der Kunden zugeschnitten sind."
generali,privatkunden_gesundheit-freizeit_gesundheitsservices_cleansed.md,True,RundumSchutz,"Der RundumSchutz bietet eine umfassende Absicherung für Privat- und Geschäftskunden in verschiedenen Bereichen wie Gesundheit, Fahrzeug, Freizeit, Recht und Vorsorge. Die Produkte umfassen unter anderem Kfz-Versicherungen, Krankenvollversicherungen, Unfallversicherungen und Vermögensaufbaupläne, die auf die individuellen Bedürfnisse der Kunden zugeschnitten sind."
generali,service-kontakt_self-service_meine-dokumente-postfach_cleansed.md,True,RundumSchutz,"Der RundumSchutz bietet eine umfassende Absicherung für Privat- und Geschäftskunden in verschiedenen Bereichen wie Gesundheit, Fahrzeug, Rechtsschutz und Vorsorge. Die Produkte umfassen unter anderem Kfz-Versicherungen, Hausratversicherungen, Unfallversicherungen sowie verschiedene Gesundheits- und Vorsorgeangebote, die auf die individuellen Bedürfnisse der Kunden zugeschnitten sind."
generali,geschaeftskunden_gesundheit-betriebliche-vorsorge_betriebliche-krankenversicherung-inland_cleansed.md,True,Betriebliche Krankenversicherung,"Die betriebliche Krankenversicherung (bKV) bietet Unternehmen die Möglichkeit, ihren Mitarbeitern eine hochwertige Gesundheitsversorgung zu bieten, die auch Vorerkrankungen und laufende Behandlungen abdeckt. Sie fördert die Mitarbeiterbindung, senkt Fehlzeiten und ist steuerlich absetzbar. Zudem können verschiedene Bausteine wie Zahnzusatz oder Gesundheitsbudget individuell kombiniert werden."
generali,generali-bewegt-deutschland_cleansed.md,True,RundumSchutz,"Der RundumSchutz bietet eine umfassende Absicherung für Privat- und Geschäftskunden in verschiedenen Bereichen wie Gesundheit, Fahrzeug, Rechtsschutz und Vorsorge. Die Produkte umfassen unter anderem Kfz-Versicherungen, Hausratversicherungen, Unfallversicherungen sowie verschiedene Vorsorge- und Gesundheitslösungen, die auf die individuellen Bedürfnisse der Kunden zugeschnitten sind."
generali,privatkunden_gesundheit-freizeit_kinderunfallversicherung_cleansed.md,True,Kinderunfallversicherung,"Die Kinderunfallversicherung bietet umfassenden finanziellen Schutz für Kinder im Falle eines Unfalls, einschließlich hoher Invaliditätsleistungen und zusätzlicher Leistungen wie Schmerzensgeld und Nachhilfegeld. Sie schützt weltweit rund um die Uhr und ist besonders wichtig, da gesetzliche Unfallversicherungen oft nicht ausreichen."
generali,geschaeftskunden_gesundheit-betriebliche-vorsorge_gruppen-unfallversicherung_cleansed.md,True,Betriebliche Gruppenunfallversicherung,"Die betriebliche Gruppenunfallversicherung bietet umfassenden Schutz für Mitarbeiter sowohl während der Arbeit als auch in der Freizeit. Sie ermöglicht eine individuelle Anpassung der Leistungen, einschließlich Invaliditätsleistungen und Todesfallleistungen, und bietet weltweiten Schutz bei Unfällen."
generali,privatkunden_recht-haftung_haus-grundbesitzerhaftpflichtversicherung_cleansed.md,True,RundumSchutz,"Der RundumSchutz bietet umfassende Versicherungsleistungen für Privat- und Geschäftskunden, einschließlich Kfz-Versicherungen, Hausrat- und Wohngebäudeversicherungen sowie Gesundheits- und Vorsorgeprodukte. Die verschiedenen Policen sind darauf ausgelegt, individuelle Risiken abzusichern und finanzielle Sicherheit zu gewährleisten."
generali,journal_stress-reduzieren-mit-lamas_cleansed.md,True,RundumSchutz,"Der RundumSchutz bietet eine umfassende Absicherung für Privat- und Geschäftskunden in verschiedenen Bereichen wie Gesundheit, Fahrzeug, Rechtsschutz und Vorsorge. Die Produkte umfassen unter anderem Kfz-Versicherungen, Hausratversicherungen, Unfallversicherungen sowie verschiedene Gesundheits- und Vorsorgeangebote, die auf die individuellen Bedürfnisse der Kunden zugeschnitten sind."
generali,geschaeftskunden_geschaeft-gebaeude_firmenrechtsschutzversicherung_cleansed.md,True,RundumSchutz,"Der RundumSchutz bietet umfassende Versicherungsleistungen für Privat- und Geschäftskunden, einschließlich Gesundheit, Sach- und Haftpflichtversicherungen. Er umfasst auch spezielle Produkte wie die Unternehmenssicherungspolice und die Immobiliensicherungspolice, die auf die Bedürfnisse von Unternehmen zugeschnitten sind."
generali,privatkunden_gesundheit-freizeit_gesundheitsservices_kooperationen_amplifon_cleansed.md,True,RundumSchutz,"Der RundumSchutz bietet eine umfassende Absicherung für Privat- und Geschäftskunden in verschiedenen Bereichen wie Gesundheit, Fahrzeug, Freizeit, Recht und Vorsorge. Die Produkte umfassen unter anderem Kfz-Versicherungen, Hausratversicherungen, Krankenvollversicherungen und verschiedene Vorsorgeprodukte, die auf die individuellen Bedürfnisse der Kunden zugeschnitten sind."
generali,privatkunden_fahrzeug-zuhause_digitale-pannenhilfe_cleansed.md,True,RundumSchutz,"Der RundumSchutz bietet eine umfassende Absicherung für Privat- und Geschäftskunden in verschiedenen Bereichen wie Fahrzeug, Gesundheit, Freizeit, Recht und Vorsorge. Die Produkte umfassen unter anderem Kfz-Versicherungen, Krankenvollversicherungen und Haftpflichtversicherungen, die auf die individuellen Bedürfnisse der Kunden zugeschnitten sind."
generali,privatkunden_rundum-schutz_mein-pflegeschutz_cleansed.md,True,Pflegerentenversicherung,"Die Pflegerentenversicherung bietet finanziellen Schutz im Pflegefall, indem sie eine monatliche Rente garantiert, solange der Versicherte lebt. Sie ermöglicht eine Beitragsfreistellung im Pflegefall und bietet eine Beitragsrückgewähr im Todesfall. Zudem sind Leistungen wie die Organisation eines Pflegeheimplatzes innerhalb einer Stunde enthalten."
