company,product_name,category,details
axa,Elektronikversicherung,Gewerbeversicherung,"['Versicherungsschutz bei unvorhersehbaren Sachschäden durch Bedienungsfehler, Ungeschicklichkeit oder Vorsatz Dritter.', 'Schutz bei Schäden durch Brand, Blitzschlag, Explosion, Kurzschluss oder Überspannung.', 'Absicherung gegen Schäden durch Wasser, Feuchtigkeit, Überschwemmung.', 'Schutz bei Abhandenkommen durch Diebstahl, Einbruchdiebstahl oder Raub.', 'Möglichkeit zur Erweiterung durch Elektronik-Softwareversicherung, Elektronik-Betriebsunterbrechungsversicherung und Elektronik-Mehrkostenversicherung.', 'Maßgeschneiderte Versicherungslösung für kleine Betriebe, große Unternehmen oder Arztpraxen.', 'Unterstützung bei der Wiederherstellung von Daten und Programmen bei Verlust oder Veränderungen.', 'Versicherung gegen Ertragsausfall und zur Abdeckung von Mehrkosten zur Vermeidung oder Verkürzung von Betriebsunterbrechungen.']"
axa,Ertragsausfallversicherung,Betriebsunterbrechungsversicherung,"['Absicherung der Folgen einer Betriebsunterbrechung durch Zerstörung oder Beschädigung betrieblicher Sachwerte.', 'Schutz vor Liquiditätsengpässen und fehlender Marktpräsenz.', 'Übernahme von entgangenem Betriebsgewinn und fortlaufenden Kosten (z.B. Löhne, Mieten, Zinsaufwendungen).', 'Versicherungsschutz bei Schäden durch Feuer, Leitungswasser, Sturm/Hagel, böswillige Beschädigung, Einbruchdiebstahl, Vandalismus, Raub und Elementargefahren (z.B. Überschwemmung, Erdbeben).', 'Absicherung gegen Einbruchdiebstahl, Vandalismus nach Einbruch, Raub, Elementargefahren, innere Unruhen, böswillige Beschädigung, Streik, Aussperrung, Fahrzeuganprall, Rauch, Überschalldruckwellen, Wasserlöschanlagen-Leckage und unbenannte Gefahren.', 'Ersatz des nicht erwirtschafteten Ertrages zur Deckung fortlaufender Kosten und nicht realisierten Betriebsgewinns.', 'Übernahme von Schadenabwendungs- oder -minderungsmaßnahmen (z.B. Errichtung von Provisorien, Anmietung von Fremdräumen, Zukauf von Waren, zusätzliche Werbeaktionen).', 'Versicherung von Wechselwirkungsschäden und Rückwirkungsschäden.', 'Ergänzende Versicherung von zusätzlichen Standgeldern, Wertverlusten, Vertragsstrafen, Mehrkosten durch behördliche Wiederherstellungsbeschränkungen und Sachverständigenkosten.', 'Empfehlung zum Abschluss einer Gebäude- und Inhaltsversicherung.', 'Spezielle Empfehlung für Betriebe der Lebensmittel- oder Gastronomiebranche zur Betriebsschließungsversicherung.', 'Bestandteil des Profi-Schutzes von AXA, der verschiedene Produkte für eine umfassende Absicherung kombiniert.']"
axa,Factoring von AXA,not_defined,"['Sofortige Liquidität: Rechnungsbetrag wird innerhalb von max. 48 Stunden gutgeschrieben.', 'Schutz vor Zahlungsausfall: Ausfallrisiko der Geldforderungen wird zu 100% übernommen.', 'Forderungsmanagement: Komplettes Management, Mahnwesen und Abrechnung werden übernommen.', 'Breites Leistungsspektrum: Echtes Factoring, 100% Schutz vor Zahlungsausfällen, Ausschnittsfactoring möglich.', 'Schnelle Liquidität: Auszahlung innerhalb von max. 48 Stunden, bis zu 100% Sofort-Auszahlung.', 'AXA-Zufriedenheitsgarantie: 3-Monate-Kündigungsrecht, kostenlose Erstabrechnung.', 'Beste Betreuung: Persönlicher Betreuer für individuelle Beratung.', 'Exklusive Highlights für Kunden mit einem Jahresumsatz bis 1 Mio. €: 100% Sofortauszahlung, keine Sicherheitseinbehalte, unkomplizierte Anfrage.', 'Transparent und fair: Keine versteckten Kosten, All-In-Gebühr deckt alle Kosten ab.', 'Echtes Factoring: Factor übernimmt uneingeschränkt das Ausfallrisiko.', 'VOB-Factoring: Speziell für Handwerk und Baugewerbe.', 'Factoringgebühr: Zwischen 1,0% und 3,5% des Rechnungsbetrages.', 'Einrichtungsgebühr: 199 Euro bis 1 Mio. Euro Umsatz, 299 Euro bis 3 Mio. Euro Umsatz, 499 Euro ab 3 Mio. Euro Umsatz.', 'Flexible Einreichung: Tägliche bis monatliche Übergabe der Forderungen möglich.', 'Unterschied zu Inkasso: Factoring bietet zusätzliche Liquidität und Schutz vor Forderungsausfällen.', 'Geeignet für Gewerbekunden, die Waren oder Dienstleistungen gegen Rechnung verkaufen.', 'Nicht geeignet für Bauhauptgewerbe, Vermietung und Verpachtung, Provisionszahlungen, Franchising, Geschäfte im Bereich Militär und Verteidigung, akademische/medizinische Heilberufe.']"
axa,Firmenleasing,not_defined,"['Schonung der Liquidität durch individuelle Ratenverläufe abgestimmt auf Einnahmen.', 'Planungssicherheit durch feste, nutzungsorientierte Leasingraten.', 'Positive Bilanzeffekte durch Investitionen ohne Kreditaufnahme, was die Bonität stärkt.', 'Steuervorteile, da Leasingraten als Betriebsausgaben steuerlich sofort und voll abzugsfähig sind.', 'Unabhängigkeit bei der Finanzierung von Investitionen, unabhängig von Herstellern und Banken.', 'Finanzierung von Maschinen, IT, Autos und anderen Investitionsobjekten nach dem ""Pay-as-you-earn""-Prinzip.', 'Spezielle Leasing-Varianten für individuelle Anforderungen verschiedener Branchen oder Objekte.', 'Möglichkeit, Serviceleistungen für Wartung oder Updates in Leasingverträge zu integrieren.', 'Option, am Ende des Leasingvertrages zu verlängern oder das Leasingobjekt zurückzugeben und durch ein aktuelles Modell zu ersetzen.']"
axa,Industrie Select Haftpflichtversicherung,Haftpflichtversicherung,"['Umfassender Versicherungsschutz gegen Risiken durch technisches oder menschliches Versagen.', 'Integrierte Deckung für Betriebs-, Umwelt-, Umweltschadens- und Produkthaftpflichtversicherung.', 'Produkt\xadrückruf-, Produkt\xadschutz\xadversicherung und Master\xadcover in einer Police.', 'Versicherungsschutz für Umweltrisiken, einschließlich privatrechtlicher und öffentlich-rechtlicher Haftung.', 'Pauschale Deckung für Umweltrisiken mit erweiterter Vorsorgeregelung.', 'Produkthaftpflichtversicherung mit Schutz für Schadenersatzansprüche aus mangelhaften Erzeugnissen.', 'Versicherungsschutz für Produktrückrufkosten, einschließlich Rückrufe in USA und Kanada.', 'Masterdeckung für Tochterfirmen und Betriebsstätten im Ausland, inklusive USA und Kanada.', 'Bereitstellung von Versicherungslösungen für ausländische Firmen und Betriebsstätten.', 'Möglichkeit zur Erweiterung durch Industrie Select Sach und Ertragsausfall Versicherung.']"
axa,Industrie Select Sach und Ertragsausfall Versicherung,Gewerbeversicherung,"['Maßgeschneiderte Absicherung für Unternehmen aus dem Großgewerbe und der Industrie', 'Schutz vor Schäden am betrieblichen Vermögen und den finanziellen Folgen einer Betriebsunterbrechung', 'Versicherung von vielfältigen Gefahren wie Feuer, Einbruchdiebstahl, Überschwemmung, Erdbeben, etc.', 'Versichert sind Kosten wie Aufräumungs- und Abbruchkosten, Schadenbekämpfungskosten, Wiederherstellungskosten von Geschäftsunterlagen, etc.', 'Ertragsausfallversicherung deckt Mehrkosten, Vertragsstrafen, Wertminderung der Vorräte, etc.', 'Zusatzbedingungen für die Versicherung von gewerblichen Immobilien (ZVGI) bieten erweiterten Schutz', 'Optional: Ertragsausfälle für Solar-/Photovoltaikanlagen', 'Dezentrale Ansprechpartner und globaler Versicherungsschutz durch internationales Netzwerk', 'Kompetente Schaden- und Sachexpertise, professionelle Schadenregulierung und Soforthilfe im Schadenfall', 'Schadenprävention und Beratung in Sicherheitsfragen durch AXA XL Risk Consulting']"
axa,Inhaltsversicherung für Betriebe,Geschäftsinhaltsversicherung,"['Schutz der technischen und kaufmännischen Betriebseinrichtung wie Maschinen, Werkzeuge oder Büroausstattung sowie Waren und Vorräte', 'Versicherung gegen Schäden durch Feuer, Leitungswasser, Sturm/Hagel, böswillige Beschädigung, Einbruchdiebstahl inklusive Vandalismus und Raub, Elementargefahren (z.B. Überschwemmung, Erdbeben)', 'Versicherungsschutz für Daten wie Auftrags- und Inventarlisten, Programme und Kundendaten bei Sachschäden', 'Entschädigung zum Neuwert bei Wiederherstellung oder Wiederbeschaffung der Betriebseinrichtung', 'Übernahme von Aufräumungs- und Abbruchkosten, Bewegungs- und Schutzkosten, Feuerlöschkosten, Dekontaminationskosten, Mehrkosten durch Technologiefortschritt und behördliche Wiederherstellungsbeschränkungen', 'Besondere Leistungen für landwirtschaftliche Betriebe, z.B. Fermentationsschäden, Diebstahl von Tieren, Brandschäden am Wald- und Forstbestand', 'Fallbeispiele: Kurzschluss am Faxgerät verursacht Feuer, leckes Ableitungsrohr führt zu Schimmelbildung', 'Empfehlung zum Abschluss einer Ertragsausfallversicherung und einer Betriebsschließungsversicherung', 'Bestandteil des Profi-Schutzes von AXA, vergleichbar mit einer Hausratversicherung für Gewerbebetriebe', 'Möglichkeit zur Kombination mit anderen Versicherungsprodukten aus dem Profi-Schutz Paket für umfassenden Schutz und Rabatte']"
axa,Internationale Krankenversicherung für Einzelpersonen,Krankenversicherung,"['Weltweit erstklassiger Schutz im Ausland', 'Zugang zu einem Netzwerk mit mehr als 1 Million Anbietern', 'Drei Haupttarife: FlexMed Global, FlexMed Global Impat, FlexMed Global Travel', 'FlexMed Global: Versicherungsschutz für ambulante und stationäre Behandlung, Zahnbehandlung/Zahnersatz, Rücktransport in das Heimatland', 'FlexMed Global Impat: Krankenschutz für ausländische Mitarbeiter in Deutschland, arbeitgeberzuschussfähig, erfüllt deutsche Versicherungspflicht', 'FlexMed Global Travel: Versicherungsschutz für Auslandsdienstreisen und mobiles Arbeiten im Ausland, bis zu 90 Tage', 'Option auf Weiterversicherung in klassischen Vollkostentarifen', 'Mehrsprachige 24/7-Hotline und Online-Tool für Leistungserstattung', 'Starter-Pakete und personalisierte Versichertenkarte für Versicherte', 'Kooperation mit AXA Global Healthcare für internationale Expertise', 'Spezielle Hotline und E-Mail für Geschäftskundenanfragen', 'Optimaler Gesundheitsschutz für alle Mitarbeiter', 'Besonders günstige Konditionen', 'Unterstützung beim Aufbau einer ergänzenden betrieblichen Altersversorgung', 'Schutz gegen Sicherheitslücken der gesetzlichen Unfallversicherung', 'Weltweiter Krankenversicherungsschutz für Einzelpersonen mit größeren Plänen']"
axa,Industrie Select Haftpflicht-Versicherung,Haftpflichtversicherung,"['Versicherungsschutz mit maximaler Flexibilität', 'Für höchste Fahr-Ansprüche', 'Schadenservice360° Auto Ratgeber', 'Schutz vor Schadenersatzforderungen', 'Vermeidung der Haftung mit Privatvermögen', 'Umfassender Versicherungsschutz', 'Individueller Versicherungsschutz für Ihr Hab und Gut', 'Schutz für jedes Zuhause', 'Schadenservice Haus Ratgeber', 'Erstklassige medizinische Versorgung', 'Umfassender Gesundheitsschutz', 'Gesundheitsservice und Online-Arzt', 'Altersvorsorge und Existenzsicherung', 'Individuelle Rentenlösungen', 'Ratgeber Altersvorsorge', 'Schutz für Unternehmen vor Haftungsrisiken', 'Umfassender Versicherungsschutz', 'Berücksichtigung lokaler gesetzlicher Anforderungen', 'Bürgschaft und Kaution', 'Zusatzinformationen und Kontaktmöglichkeiten', 'Wirtschaftliche Verhältnismäßigkeit', 'Schutz vor Cyber-Risiken', 'Spezielle Absicherung für Unternehmen', 'Umfassender Versicherungsschutz', 'Individuelle und umfassende Versicherungslösungen', 'Weltweite Deckungen und Betreuung vor Ort', 'Jahrzehntelange Erfahrung im internationalen Versicherungsgeschäft', 'Global einheitlicher Versicherungsschutz', 'Zentrale Verhandlung der Konditionen', 'Service vor Ort in Landessprache', 'Lokale und autarke Konditionen', 'Service vor Ort in der Landessprache', 'Lokales Schadenmanagement', 'Bündelung der Leistungen in einer Police', 'Kommunikation über vertraute Ansprechpartner', 'Zentrale Abführung aller Steuern und Abgaben', 'Optimales Versicherungspaket für Groß- und Industrieunternehmen', 'Umfassender Sachversicherungsschutz', 'National und international einsetzbar', 'Absicherung bei technischem oder menschlichem Versagen', 'Umfassender Haftpflichtschutz', 'Für Groß- und Industrieunternehmen']"
axa,IT-Haftpflichtversicherung,Haftpflichtversicherung,"['Versicherungsschutz für IT-Dienstleister', 'Zwei Varianten: IT-Police Haftpflicht Kompakt und IT-Police Haftpflicht Komfort', 'Absicherung gegen Vermögensschäden, Personen- und Sachschäden', 'Schutz bei Ansprüchen aus Sach- und Personenschäden durch Datenhandhabung, Soft- und Hardware', 'Versichert sind Vermögensschäden Dritter durch Datenlöschung, Schadprogramme, Hackerangriffe, Rechtsverletzungen, fehlerhafte Beratung, Installation, Implementierung und Wartung', 'Weitere versicherte Vermögensschäden: Betriebsunterbrechung, Gewinnausfall, Verzug, Ausfall von Internetseiten, Mehrkosten bei fehlerhafter Softwareinstallation, Aus- und Einbaukosten bei fehlerhafter Hardware (nur bei IT-Police Haftpflicht Komfort)', 'Weltweite Deckung (USA-/Kanada-Exporte nur nach Vereinbarung)', 'Abwehr unberechtigter Ansprüche, Strafrechtsschutz, Gerichts- und Anwaltskosten', 'Deckung von Erfüllungsfolgeschäden', 'Fallbeispiele: Ausfall der Internetplattform, Zerstörung der Systemstruktur, fehlerhafte Datenübernahme']"
